Cve,Provincia,Cantón,Nutrición y Asistencia Médica Básica,Agua y Saneamiento,Vivienda,Seguridad Personal,Acceso a Conocimientos Básicos,Acceso a Información y Comunicaciones,Salud y Bienestar,Sustentabilidad del Ecosistema,Derechos Personales,Libertad Personal y de Elección,Tolerancia e Inclusión,Acceso a Educación Superior,Necesidades Humanas Básicas,Fundamentos del Bienestar,Oportunidades,Índice de Progreso Social,Tasa de mortalidad infantil,Muertes por enfermedades infecciosas,Intensidad del déficit alimentario,Tasa de mortalidad materna,Acceos a fuentes de abastecimiento de agua potable mejoradas,Acceso a saneamiento mejorado,Hacinamiento ,Calidad de la vivienda,Acceso a energía eléctrica,Tasa de robos y asaltos,Tasa de homicidios,Muertes en carreteras,Analfabetismo,Matriculación en educación primaria,Matriculación en educación secundaria,Rezago escolar,Paridad de género en educación secundaria,Usuarios de telefonía movil,Usuarios de computadoras,Usuarios de internet,Cobertura telefonía movil 3G,Esperanza de vida al nacer,Tasa de muertes por IRA,Tasa de suicidio,Tasa de obesidad,Tasa de mortalidad por enfermedades no contagiosas,Separación de residuos,Cobertura forestal,Disponibilidad de agua por persona,Desastres naturales,Libertad de acceso a la información,Participación política,Derecho a la propiedad privada,Libertad de asociación,Porcentaje de madres adolescentes,Población jóvenes Nini,Rendición de cuentas,Acceso a la cultura y recreación,Inclusión al adulto mayor,Inclusión a población con discapacidad,Inclusión población indígena,Inclusión de migrantes,Inclusión de hogares con jefatura femenina,Población con educación superior,Escolaridad promedio de las mujeres,Población con educación técnica
120,SAN JOSE,LEON CORTES CASTRO,87.32,97.37,92.77,98.70,82.30,49.20,82.58,67.77,76.40,76.62,76.11,38.23,94.04,70.46,66.84,77.12,21.978021978,0.82,37.5855070285,0,97.1,97.6,2.6,0.0671591672,100,40.0994466276,0,0.22,3.4,87.896944278,71.1225997046,18.8,1.1652542373,62.732259777,35.8078216245,30.2158909927,66,80.199,7.51,0,0,136.74,57.4,2,644,1,0,32.5088743845,79.5084394433,221.3114754098,3.1,21.9714285714,56.7,2.459,8.2407407407,9.3617021277,35.1449275362,44.7105788423,0,9.8270623978,7.2062582636,11.4758449832
201,ALAJUELA,ALAJUELA,92.96,96.54,82.78,60.33,86.99,68.52,71.47,34.89,70.89,84.55,84.77,50.68,83.15,65.47,72.72,73.78,6.8779169737,1.491,0,2.3,95,97.9,4.3,0.4880058715,100,182.8074307969,7.5,18.22,1.8,92.4412059044,75.3460531238,21.8,1.0428674664,74.4329002857,52.4847809822,48.8857808461,95.6333333333,78.432,11.08,8.93,4.6446818393,189.69,38.5,2,16425,5,46,30.9126060919,65.4648692924,58.0651742348,3.8,17.3781960523,100,8.357,4.9744897959,7.6138709813,11.3102859582,17.0969430907,27.1573604061,23.3226031439,8.9209846117,4.757856074
202,ALAJUELA,SAN RAMON,91.42,97.63,86.61,70.56,87.29,64.60,75.54,58.12,80.35,84.22,84.52,49.00,86.56,71.39,74.52,77.49,3.3167495854,1.862,41.0130216344,0,98.8,96.6,3.4,0.3126163007,99.69,82.2025518531,6.8,13.61,2.5,92.7877286585,77.2846638655,21.6,1.0653588424,71.8119004495,47.5145904609,43.5285436372,92.7433333333,81.615,11.34,4.54,5.6706058475,173.41,40.7,3,7053,2,54.95,26.8500180826,73.717866186,151.4286423553,3.4,16.5456685961,89.7,12.04,5.187416332,7.5143815916,11.0260336907,22.777879175,21.7391304348,22.8566012374,8.6930330349,3.387670222
203,ALAJUELA,GRECIA,93.00,95.23,85.05,74.80,85.58,64.81,75.41,49.01,80.86,85.02,85.53,47.14,87.02,68.70,74.64,76.79,8.785942492,1.561,22.6689733341,0,93.9,96.4,3.2,0.5161455445,100,48.4913139934,7.12,7.12,2.5,93.4173947577,76.7190704033,21.9,1.0247756933,71.3237361525,46.7665748186,42.0246864983,96.0533333333,80.99,9.49,8.3,2.3725636737,209.51,41.8,2,7561,3,65.3,26.1021324559,73.6284490304,117.0381544383,3,17.3814302313,100,9.623,4.645934807,8.7550409783,9.4036697248,21.4907192575,13.7096774194,21.6057311359,8.4333750127,3.1617274925
204,ALAJUELA,SAN MATEO,79.41,96.63,88.09,91.49,91.75,54.51,74.01,50.56,78.16,81.94,84.28,45.63,88.90,67.71,72.50,76.37,57.6923076923,1.63,0,0,94.5,98.5,3.2,0.2031694433,99.48,46.3678516229,0,0,2.3,87.5481386393,73.2743362832,18.8,1.0495049505,66.380819041,35.194259713,32.1491074554,81.5066666667,83.679,14.85,0,0,256.94,34.7,2,22444,1,28.04,30.4648862512,76.2813522356,195.5671447197,3.8,23.1101511879,100,6.519,7.6670317634,7.6056338028,3.125,29.7213622291,20,15.082552432,8.0370689655,14.01820091
205,ALAJUELA,ATENAS,82.15,97.17,91.22,95.32,92.43,65.59,73.22,45.60,82.15,83.08,88.11,51.90,91.47,69.21,76.31,79.00,0,1.571,0,31.6,99.3,95.3,2.3,0.2301231159,100,37.8501135503,0,7.15,2,93.6946148603,78.6270022883,17.9,1.0340030912,72.1589715582,49.1198588413,45.431248162,92.9466666667,81.225,3.57,7.15,0,280.58,51.3,2,43712,2,42.5,24.6578238123,76.9138115632,172.8201099764,2,15.3792744315,80,5.106,3.9469893402,7.0981210856,3.825136612,18.0984555985,17.3913043478,25.6379418532,8.9526024144,3.8818636306
206,ALAJUELA,NARANJO,80.03,96.86,87.52,84.94,81.09,63.37,69.92,54.30,80.17,80.19,82.51,43.66,87.33,67.17,71.63,75.38,15.0250417362,1.171,0,32.2,95.1,98.4,3.5,0.2876914703,100,15.9828298742,2.14,12.83,2.6,94.64505901,79.3437733035,22.3,1.0378890392,69.0877823019,43.4511013884,38.7673554033,98.7733333333,81.364,10.69,14.97,6.416975038,194.43,51.4,1,4988,2,53.19,26.7545326821,76.622709368,98.3307189849,2.7,17.4697097774,59.3,11.706,4.9225546361,7.4055788694,15.953307393,24.6206896552,28.2051282051,18.2823046073,8.1431737854,2.3519890746
207,ALAJUELA,PALMARES,93.76,98.51,93.05,89.90,81.08,66.84,56.22,46.88,87.01,85.82,86.80,50.99,93.81,62.75,77.66,78.07,6.7873303167,0.864,23.943174865,0,99.1,98,2.2,0.1168679392,100,24.7395475412,2.63,5.25,1.8,94.9600193845,82.4144486692,20.5,1.0383173678,71.85077669,51.7124239523,47.9293412804,93.29,79.841,10.51,13.13,18.3842840635,239.27,34.2,1,19255,1,81.23,22.7849034351,78.7615201408,129.6232284825,2.3,14.4672763986,100,4.609,4.7630388188,6.102003643,11.8942731278,18.0473372781,16.6666666667,25.0913046857,8.9233266013,2.6558784472
208,ALAJUELA,POAS,85.25,97.30,80.01,98.70,83.58,62.63,75.81,50.50,77.33,82.01,82.17,43.19,90.32,68.13,71.17,76.54,9.5693779904,1.429,0,21.6,98.2,96.5,4.1,0.7211818076,100,23.5745798673,0,0,2.6,93.7659033079,72.1854304636,24.9,1.0679963735,70.3118023515,44.5750855782,39.7120107159,92.92,80.134,6.25,3.12,6.2482426817,189.01,33.7,1,8012,1,33.72,24.1251835722,73.3746521629,85.6193705264,3.1,19.4085797584,86.7,6.272,5.3988157436,9.5819459859,13.8686131387,24.1238051889,23.0769230769,17.5257236273,8.0549964055,3.2482512279
209,ALAJUELA,OROTINA,85.47,92.59,74.14,60.50,82.13,61.38,72.15,34.64,72.61,76.27,81.41,48.37,78.18,62.57,69.66,70.14,3.1446540881,0.492,0,27.5,91.1,93.9,5.2,0.9508285792,100,125.3737100974,8.98,17.95,3.3,92.343470483,75.4404698345,21.5,1.1041412911,73.501391565,40.8959537572,38.8193106401,89.4133333333,80.351,13.47,4.49,4.4887332795,217.25,24.9,2,56730,1,38.5,36.2283933126,70.5013280212,152.4015535126,4.6,21.0405827263,50.3,7.374,9.383624655,8.9637079143,8.2644628099,23.1267345051,31.4285714286,17.2628951747,8.1892414861,16.1742667523
210,ALAJUELA,SAN CARLOS,96.72,98.44,74.68,68.86,81.70,59.39,72.95,51.91,72.99,82.32,78.44,40.50,84.68,66.49,68.56,73.24,4.2105263158,1.038,2.7690245834,2.9,99.4,97.6,6.5,0.6375227687,99.73,88.3602774048,6.7,16.2,4.3,91.0414560162,73.5767734211,27.9,1.0893568921,68.6660813184,40.7760367419,37.3902471971,87.85,80.173,6.14,3.91,12.8473676861,131.2,45.2,2,3378,3,58.12,29.6769769298,64.1684828537,87.9416165379,5,21.4332006296,100,7.634,8.2976772616,11.4038785835,17.2278338945,30.4604894049,21.0682492582,14.0746860842,7.6648714059,5.7888693773
211,ALAJUELA,ZARCERO,90.91,97.83,87.99,90.20,89.76,64.41,82.69,67.64,84.36,81.30,85.51,43.94,91.73,76.13,73.78,80.55,9.3023255814,0.819,37.4784498913,0,99.8,96.1,3.2,0.305725403,100,0,0,14.97,2.3,92.091503268,76.7204757859,20.6,1.1654135338,71.5420310548,46.2163126896,41.5134749241,95.33,82.898,0,0,0,212.52,67.6,2,13889,1,50.15,17.3733804476,73.2373237324,163.8672675133,2.6,14.4485520641,66.7,3.277,3.1836734694,7.2354211663,16.25,26.5,7.1428571429,17.3267891793,8.3995661605,2.0078529359
212,ALAJUELA,VALVERDE VEGA,93.34,85.59,90.27,96.69,76.81,53.79,75.88,58.87,71.31,79.50,83.25,44.74,91.47,66.34,69.70,75.84,9.3023255814,1.106,0,0,90.7,81.1,3.2,0.14232343,100,5.0160513644,0,5.06,3,91.8505942275,76.4209341587,21.7,1.1089560753,66.2380382775,42.9126794258,38.4509569378,66,80.75,10.11,10.11,0,153.72,41.3,3,5589,2,0,29.6425966448,72.8333992877,105.0594415261,3.3,19.2366412214,66.7,6.635,5.2413077322,8.8452088452,13.986013986,19.2280200143,25,16.8278529981,7.9968948483,9.1686602871
213,ALAJUELA,UPALA,94.19,72.72,66.64,64.59,72.35,43.62,82.26,54.42,74.06,76.74,71.48,33.48,74.54,63.16,63.94,67.21,7.6169749728,0.455,0,0,74.9,70.8,10.4,0.3160033105,98.52,50.6788859092,14.63,12.54,5.9,90.9488054608,75.3885536661,30.2,1.0631843066,53.9322178461,25.0257130673,21.7770865213,70.9633333333,79.535,0,10.45,0,103.26,37.8,2,872,2,50.84,41.2082774322,74.5615558257,168.3616590449,5.3,22.5364963504,66.7,1.82,22.4735677403,14.2106155672,17.7725118483,35.2051835853,13.9534883721,9.199003204,6.8211985806,3.7779394426
214,ALAJUELA,LOS CHILES,93.99,92.63,37.81,64.83,66.30,48.31,81.64,54.50,68.14,68.35,60.97,30.74,72.31,62.69,57.05,64.02,11.0236220472,0.843,15.1085930123,0,95.5,90.1,14.2,1.6722408027,98.25,32.9658254276,11.6,23.2,8.9,84.2092397947,65.0227352221,38.4,1.0137389598,54.0916950974,22.6947702949,20.2364817498,92.1633333333,79.72,3.87,7.73,0,103.24,39.8,1,3993,1,19.97,39.6958974849,68.1690140845,164.3143037708,7.9,29.0730130748,30.3,1.264,26.5625,20.1489611917,29.7658862876,47.7436132783,19.2,7.568715974,6.2668016707,4.8651680142
215,ALAJUELA,GUATUSO,95.35,98.39,69.80,96.13,72.33,53.73,78.09,60.56,71.18,65.74,70.31,32.98,89.92,66.18,60.05,72.05,9.2024539877,1.934,5.8654466538,0,98.6,98.2,7.2,0.6052581804,98.31,29.4985250737,0,5.91,5.8,87.4690849134,63.1764705882,30.8,1.0765765766,64.5585829124,27.3458063598,24.5998434943,94.4666666667,83.899,17.72,0,0,164.17,40.4,2,339,1,0,35.719326545,71.286005897,232.1382512252,6.2,28.0439121756,0,2.579,17.697228145,14.0130587644,28.3018867925,31.7142857143,25,7.9883381924,6.6783873343,5.9258732304
301,CARTAGO,CARTAGO,88.83,98.30,83.03,74.07,88.00,69.72,80.37,53.99,81.26,85.37,82.21,52.95,86.06,73.02,75.45,78.18,8.7804878049,0.763,51.5899654409,0,98.3,98.3,2.9,0.7122022363,100,218.7462938316,4.93,7.4,1.6,94.0398432397,78.0634168025,22.8,1.0775716695,74.8013563071,54.5076838,50.5137085977,96.47,79.891,5.55,3.7,1.2333421723,186.18,38.7,3,2446,3,55.14,23.3582753849,77.8963177793,49.3583415597,2.7,15.6824182337,100,6.107,5.1341291233,8.0128720837,10.9375,29.3960448958,29.0540540541,25.4059982672,9.1378670525,5.145817568
302,CARTAGO,PARAISO,84.82,98.38,86.03,69.69,85.76,65.60,78.17,60.29,79.93,79.65,81.15,41.74,84.73,72.46,70.62,75.94,9.7932535365,0.866,74.4696021422,0,98.7,98.1,4,0.3075571178,100,48.2509047045,11.08,4.75,2,93.0474498858,74.1947029349,25.8,1.0284090909,72.9625808872,45.8932758136,42.4064522179,97.9833333333,81.318,11.08,6.33,0,164.54,32.3,4,3450,2,35.86,25.1651162791,80.9038698209,55.4179727413,3.7,20.2881232158,76.7,2.598,4.5817490494,11.2364425163,12.5874125874,22.6647356988,29.6296296296,16.4194012034,7.8781947444,3.0329175654
303,CARTAGO,LA UNION,96.62,96.64,81.82,60.84,90.01,73.60,79.10,49.12,76.23,83.98,83.29,55.57,83.98,72.96,74.77,77.24,4.6153846154,1.811,6.4811214192,0,95.9,97.3,4.7,0.4873633642,100,265.8234102475,9.17,6.42,1.4,93.6702004179,78.2628676471,22.7,1.0726107052,78.5545283267,59.4882355519,56.5098803838,97.5166666667,81.993,8.25,11.92,0.9169937278,167.81,37.7,2,2085,3,51.59,28.2646141432,73.709181215,38.2297608628,4.1,16.3236729325,100,1.71,5.5447803765,9.3391589295,4.972875226,19.7120474275,36.0544217687,27.5848560316,9.4599420849,5.2501862157
304,CARTAGO,JIMENEZ,92.10,91.25,89.97,95.92,82.17,52.36,78.82,80.94,72.95,80.58,86.96,37.32,92.31,73.57,69.45,78.45,16.8436200971,2.9411666667,58.4190394964,0,89.6,92.7,2,0.2507836991,99.34,38.1776533469,0,6.23,3.4,92.8721174004,79.9857040743,19.2,1.0115081769,64.1373743304,34.2408453805,30.1386952374,78.18,78.075,6.23,0,6.2285892245,127.07,66.8,4,630,1,0,28.4135125575,75.1762703623,102.2564591997,3.4,19.2582417582,81.7,0.682,8.0373831776,7,5.75,14.4970414201,16.6666666667,12.9533678756,7.3776186213,2.0987744918
305,CARTAGO,TURRIALBA,92.41,98.62,86.16,74.31,83.93,59.76,68.75,67.75,77.17,75.89,79.58,43.02,87.88,70.05,68.91,75.61,13.4340890008,2.586,14.4672120367,0,98.3,98.9,3.4,0.2110704286,98.96,88.116644408,7.87,7.87,3.9,92.1724709784,79.0198328143,23.3,1.0408391261,66.7461207702,40.1025113728,36.838661432,92.2066666667,80.969,19.68,5.25,6.5607327026,197.88,36.1,4,592,1,45.28,32.9820324221,77.7734317704,106.2974028959,4.7,18.5626208897,30,16.519,7.7655854335,7.1631468445,44.7261879395,9.4540612517,16,18.0140912348,7.9368127786,3.2093226148
306,CARTAGO,ALVARADO,92.76,97.98,89.36,69.97,88.82,54.92,80.90,67.80,79.77,79.24,79.77,36.49,87.52,73.11,68.82,76.48,10.4712041885,2.096,19.2406362237,0,97.5,98.4,3.1,0.2252252252,100,20.9760872605,6.38,25.52,2.8,92.1568627451,64.5369705671,27.6,1.1518375242,67.6013641531,34.6570670709,30.4054566124,83.9866666667,82.786,12.76,6.38,0,123.15,58.3,2,1684,1,46.1,28.9434837621,82.6411960133,41.922861934,1.8,21.1159737418,67.3,5.59,5.702364395,12.1794871795,10.9589041096,16.0804020101,44.4444444444,9.7882816347,7.2277633048,6.6464569913
307,CARTAGO,OREAMUNO,96.20,96.87,87.86,83.50,85.56,67.12,75.59,55.00,78.96,82.26,81.33,46.70,91.11,70.82,72.31,78.08,4.6012269939,1.539,10.0946881751,0,95.7,97.9,4,0.1763372239,100,47.6851049072,2.01,4.02,2.3,93.6821642637,75.7030371204,24.2,1.039582188,72.7658256498,48.3310699736,44.2451099516,100,81.811,14.06,10.04,0,168.69,40.8,1,3763,1,36.49,26.1293126705,81.1876780627,28.5883931124,3,15.7867269723,80.7,2.419,5.7678442682,10.3965702036,13.6554621849,9.1338582677,45.4545454545,20.3485852269,8.448625673,3.9096562076
308,CARTAGO,EL GUARCO,95.10,98.86,86.15,76.14,92.22,59.78,77.68,62.61,79.25,81.84,84.60,48.25,89.06,73.07,73.48,78.54,7.9491255962,0.957,13.1527028804,0,99.5,98.3,2.5,0.5587538097,100,87.1121156472,4.36,15.26,1.6,94.8968891996,78.2980866062,21.4,1.0422592442,73.421066266,51.6657168022,46.9276203306,66,78.688,6.54,6.54,4.3609088134,140.2,35.1,3,1021,1,39.85,23.829028209,76.9550364694,62.2113751107,2.1,16.634762634,77.7,2.153,4.2594654788,9.0881823635,8.1081081081,13.4168157424,33.8235294118,21.4956416383,8.6027896858,4.5567587172
401,HEREDIA,HEREDIA,97.96,99.36,77.95,59.74,93.60,77.09,75.72,55.72,76.41,87.63,86.10,64.79,83.75,75.53,78.73,79.34,5,0.89,0.7424952295,0,99.2,99.5,3.9,0.8990633638,99.98,304.1712694288,9.57,8.1,0.9,93.3209901941,81.2754544552,19.3,1.1063675832,80.0143862447,65.5180781364,62.8236905051,97.9966666667,79.14,13.25,1.47,2.2090009425,194.47,45.4,3,5806,3,64.8,26.9580573951,69.8631303953,38.0209681595,3.4,13.1253043902,100,17.231,2.9442613126,6.397149938,8.5823754789,16.456430332,33.9943342776,36.5976882722,10.4357329211,4.9441883038
402,HEREDIA,BARVA,92.60,99.36,92.70,84.66,88.26,73.04,68.62,57.23,77.24,83.73,84.00,62.24,92.33,71.79,76.80,80.31,11.2781954887,1.23,0,0,100,98.8,2.4,0.1067586433,100,68.1497347028,4.47,2.24,1.1,91.1374598071,78.5795454545,18.6,1.0472222222,77.4133206871,61.6687743703,58.3912951839,92.7233333333,80.108,13.42,8.95,11.1826802648,141.14,48.7,2,6364,2,44.44,24.3984312683,73.8907094146,34.4318740777,3.3,14.4452639343,89,2.213,3.0677882237,8.6513329848,8.3333333333,11.3478462251,46.6666666667,33.9091871856,10.1974771906,5.0268732216
403,HEREDIA,SANTO DOMINGO,97.02,98.24,82.63,58.17,92.09,72.67,63.30,56.93,77.22,85.67,84.22,64.41,84.02,71.25,77.88,77.72,4.0983606557,1.248,6.9213732004,0,97.5,98.9,2.9,0.7411026957,100,141.4173157647,11.34,11.34,0.9,93.6272270443,79.5498392283,16.3,1.0331819769,79.5216860434,63.3858894728,60.6837606838,85.67,81.771,18.14,6.8,9.0715290062,268.74,57.3,1,18904,1,50.21,24.303571977,71.7292971468,47.4146536235,2.8,12.6424749942,93,5.989,6.1198156682,6.3139059305,8.5399449036,19.4472876151,36.0824742268,36.4931826278,10.3794052534,4.6928916494
404,HEREDIA,SANTA BARBARA,97.99,99.29,89.51,82.92,85.99,70.52,76.29,52.44,73.78,74.72,87.55,51.26,92.43,71.31,71.83,78.52,4,0.828,2.5369120706,0,99.5,99.1,2.9,0.2489167512,100,69.6322879563,0,15.08,1.5,94.3300063708,79.4645669291,19.9,1.0390885877,76.0523575785,55.811393723,52.0481927711,95.7,80.311,10.05,7.54,2.5129416495,182.44,43.8,1,15059,1,43.05,27.7117204562,69.9119422183,41.3873023756,2.8,14.6635730858,18,1.655,3.4847186518,6.4164995703,14.9377593361,12.7868852459,14.8148148148,23.2102229637,9.0396628656,5.2625316079
405,HEREDIA,SAN RAFAEL,94.67,98.22,89.43,84.28,82.51,71.25,78.41,66.04,73.79,85.49,86.06,59.24,91.65,74.55,76.15,80.78,10.3857566766,1.958,7.9811644519,0,97.1,99.2,3.1,0.2201704545,100,94.0233832066,1.98,1.98,1.3,93.3881406332,79.6052631579,17.5,1.0508114667,76.3278688525,59.606557377,56.4566744731,90.68,80.62,5.94,5.94,3.9588281869,170.24,57.3,2,5592,1,52.71,28.2949108308,68.5652543027,36.984662243,2.5,14.4336882865,97.3,5.221,4.8008171604,6.5982746561,7.3267326733,13.2080610022,34.375,31.406539718,9.82221859,4.9953161593
406,HEREDIA,SAN ISIDRO,93.13,99.48,92.38,75.47,89.75,71.91,67.75,62.49,76.92,85.41,91.13,58.71,90.12,72.97,78.05,80.38,6.968641115,2.423,0,0,99.8,99.2,2.4,0.1298069122,100,67.0722943516,0,26.46,1.3,94.6661066779,81.2572087659,16.9,0.9531513313,77.4448605909,60.5441115273,56.9600499376,90.77,78.757,13.23,13.23,4.4101433297,218.3,52,2,9312,1,40.69,25.3809556643,73.4286206303,63.005864392,2.5,12.4712282904,91.7,3.877,4.5348293595,5.4818234276,7.4074074074,13.2172791747,0,31.1801563207,9.7646066739,4.5672076571
407,HEREDIA,BELEN,97.65,99.26,92.56,54.60,89.01,75.78,70.50,51.19,80.37,88.69,86.50,64.10,86.02,71.62,79.91,79.18,3.3112582781,0,4.2493519738,0,99.1,99.4,2.9,0.0304831581,100,132.2751322751,16.79,16.79,1,92.6344328965,78.0862374483,16.1,1.0187982544,78.7396155926,65.1870422258,62.6947844467,94.6733333333,77.835,16.79,4.2,0,170.48,61.9,1,41524,1,70.87,23.0800417005,73.4653135917,27.7354042435,1.5,13.4595381735,100,20.802,3.6510376633,5.8324496288,5.1162790698,7.1750717507,50,35.8248036182,10.263383533,6.1642825542
408,HEREDIA,FLORES,93.88,99.53,92.84,73.70,86.21,76.17,73.84,53.94,79.49,86.46,90.43,65.71,89.99,72.54,80.52,81.02,6.1919504644,1.497,0,0,99.9,99.2,2.4,0.0974342319,100,103.9360115685,0,18.14,0.9,94.6037099494,78.6650031192,14.9,1.0154509522,79.1787129243,65.638719349,62.8386336867,95.19,78.107,13.61,0,4.5361760036,182.81,47.4,1,15204,1,55.1,22.8408563664,73.4654842636,54.8984378899,2.3,13.5171790235,100,6.488,3.1900138696,8.5333333333,5.9322033898,11.074270557,0,36.7619680851,10.5369384977,6.0980833066
409,HEREDIA,SAN PABLO,95.63,75.06,90.46,79.68,84.88,75.67,65.59,51.09,75.90,81.30,86.12,70.58,85.21,69.31,78.47,77.66,3.0864197531,1.446,16.6633339999,0,58.3,89.8,2.6,0.2325581395,100,86.1296768415,3.28,9.85,0.9,94.2565411615,77.8990450205,18.7,1.0455373406,81.7430590416,69.2705718809,66.9343939452,83.7533333333,80.534,13.14,6.57,13.1367204177,187.86,45.8,1,7350,2,42.59,24.9018340872,72.1583812141,32.5250262007,2.4,14.1621798009,66.7,1.807,3.438693991,8.0607082631,6.1889250814,9.2188258127,38.0952380952,42.6527896588,11.0295863152,4.2900722091
410,HEREDIA,SARAPIQUI,77.66,94.50,60.48,74.09,70.90,51.73,75.73,62.20,69.06,79.69,72.96,31.63,76.68,65.14,63.33,68.39,12.1381886088,1.05,114.3982967365,0,96.2,93,9.1,1.0090448058,98.67,32.5641979903,8.01,19.23,5.6,90.7766990291,71.4768710619,33.9,1.0588544404,62.1293381524,29.2040729082,25.766585053,86.38,80.631,17.63,4.81,3.2055391717,142.16,37.7,3,5503,1,55.69,37.5919642557,62.9058853374,111.9918805887,5.8,25.4058282809,100,2.45,16.6008880118,14.7817293106,18.5993111366,29.9869359863,22.2222222222,7.8186167899,6.6195076828,3.1848742762
501,GUANACASTE,LIBERIA,83.50,89.05,61.92,44.14,90.43,63.79,76.33,54.24,70.64,79.25,78.12,50.82,69.65,71.20,69.71,70.19,9.2735703246,1.27,82.1668997131,0,88.2,89.8,8.8,1.1196828458,99.55,300.9398583268,10.15,21.75,2.3,90.5457340507,76.7928286853,23,1.0718067505,71.3518054996,46.1553272304,43.3057359402,91.6133333333,78.187,8.7,8.7,0,173.42,28,3,16575,1,57.24,40.5406715966,70.802919708,73.030942893,5.7,20.7076748725,66.7,16.194,13.5348745307,11.4027891715,8.9668615984,27.750887383,26.0465116279,22.9129087461,9.0822457627,4.1396089689
502,GUANACASTE,NICOYA,95.76,90.78,79.38,64.17,90.66,55.05,74.78,54.69,81.60,72.68,81.69,47.52,82.52,68.79,70.87,74.06,7.96812749,2.951,1.8065215428,0,89.4,92,5.2,0.4035776614,99.06,72.0250725117,7.19,23.37,2.7,91.502159161,77.3226988575,21.2,1.0163960025,58.5726774558,33.9282287469,31.0027932365,93.1933333333,79.309,7.19,12.58,0,203.85,43.9,3,21125,2,47.76,32.0939947781,80.7155206809,190.8509591736,4.7,23.175198024,26.7,9.838,11.3744075829,8.0631399317,10.1711734061,19.881305638,28.9473684211,18.8179514428,8.6028966492,7.0427940894
503,GUANACASTE,SANTA CRUZ,83.21,90.67,77.49,69.72,87.18,56.66,72.45,60.76,72.36,76.44,80.65,52.37,80.27,69.26,70.45,73.33,6.5359477124,2.359,84.8839918778,0,88.6,92.5,6,0.5191377035,99.71,60.2337067823,9.93,14.89,1.9,86.8432355047,70.4888352444,18,1.0178318709,65.5312086305,39.7127106755,37.1954713402,81.6733333333,77.866,9.93,4.96,1.6547250674,247.2,38.1,4,23566,1,23.89,38.314125608,75.3679783719,150.6242740999,4.6,27.0708523045,66.7,11.614,9.636827015,8.9846062759,17.1782444803,17.5819497659,28.9256198347,23.1810960079,9.1036406619,7.6248246429
504,GUANACASTE,BAGACES,83.41,91.61,68.21,71.34,83.24,57.60,78.93,54.76,69.54,78.76,77.40,40.01,78.65,68.63,66.43,71.24,0,1.024,0,0,92.2,91.1,6.5,1.0874559657,99.66,52.8236650019,0,32.77,3.8,89.6387184731,73.0657640232,25.2,1.0640107431,68.6101922969,34.8208779503,32.068172899,91.5433333333,78.378,14.04,0,0,143.72,26,3,12546,1,52.2,39.0808291821,67.7827248442,81.9000819001,5.1,25.0821018062,90,2.048,13.2953957579,10.7709130672,9.0909090909,39.3099199014,19.7183098592,13.809812235,7.676533069,4.7934069631
505,GUANACASTE,CARRILLO,94.91,94.61,70.95,54.54,86.86,57.63,77.06,53.36,72.47,74.15,79.06,47.67,78.75,68.73,68.34,71.94,12.2448979592,1.488,4.9117119772,0,92.8,96.2,9,0.5087309226,99.93,57.7913207944,13.95,27.9,2.2,90.3473421608,71.9258202568,23.5,1.0312910284,63.4265568525,37.0622741008,33.6878592167,93.0066666667,77.533,7.38,6.97,0,173.32,33.9,3,26593,1,55.73,40.9513074842,74.5488610591,86.2022520338,7.5,29.2389701713,66.7,9.466,9.5316351684,11.772521924,14.0889830508,28.5330347144,18.6666666667,17.9680223533,8.593845929,8.9322746934
506,GUANACASTE,CAÑAS,69.81,93.17,74.93,55.67,84.25,60.32,69.44,51.23,71.35,77.63,78.38,42.07,73.40,66.31,67.36,69.02,2.0703933747,1.886,180.7626794591,0,90.4,95.6,7.8,0.4439934035,100,184.7164260792,5.07,35.51,3.6,91.6242975649,75.6581457459,25,1.0615084887,70.8675952341,37.2210102366,34.6786373553,95.0833333333,75.773,10.46,10.15,3.4873583261,202.97,23.3,2,6123,1,59.92,38.1290672451,69.3669827105,72.5163161711,5.9,22.0887245841,66.7,8.89,9.6574494428,10.6492478226,18.8524590164,20.9258384506,31.4285714286,16.5010271501,8.0010252204,2.4878335291
507,GUANACASTE,ABANGARES,85.28,95.04,69.10,87.24,83.60,50.59,70.68,56.89,76.33,78.12,78.88,37.93,84.17,65.44,67.82,72.47,0,1.663,71.0948608572,0,91.9,97.8,5.4,1.2030798845,99.6,37.8133102852,4.65,9.31,4.5,91.1637080868,72.9098805646,25.3,1.1112689394,64.0313820157,33.1864815932,29.9577549789,72.7633333333,78.884,10.15,13.96,0,237.41,27,3,7572,1,55.42,34.0520271854,73.6019582,127.5015244747,4.4,24.8433303491,76.7,7.207,10.9547738693,9.9721706865,14.0096618357,28.4638554217,25,12.3845908946,7.4592140518,3.8322269161
