"","No.","Cantón","Total.delitos","Tasa.delitos","Pilar.de.calidad.de.vida","Indice.de.competitividad.cantonal","Pilar.económico","Pilar.Infraestructura","Pilar.clima.laboral","Pilar.Gobierno","IDH.2009","INESVIDA","IQ","BienestarMat","IDH.2012","Total.delitos..relativos.","Tasa.delitos..relativos.","Pilar.de.calidad.de.vida..relativos.","Indice.de.competitividad.cantonal..relativos.","Pilar.económico..relativos.","Pilar.Infraestructura..relativos.","Pilar.clima.laboral..relativos.","Pilar.Gobierno..relativos.","IDH.2009..relativos.","INESVIDA..relativos.","IQ..relativos.","BienestarMat..relativos.","IDH.2012..relativos.","Dindex","Total.delitos..relativos..1","Tasa.delitos..rank.","Pilar.de.calidad.de.vida..rank.","Indice.de.competitividad.cantonal..rank.","Pilar.económico..rank.","Pilar.Infraestructura..rank.","Pilar.clima.laboral..rank.","Pilar.Gobierno..rank.","IDH.2009..rank.","INESVIDA..rank.","IQ..rank.","BienestarMat..rank.","IDH.2012..rank.","Dindex..rank.","Cluster2","Cluster3","Cluster4","Cluster5","Cluster6","Cluster7","Cluster8","Cluster9","Cluster10","Cluster11","Cluster12","Cluster13","Cluster14","Cluster15"
"11",11,"Barva",-0.336979202386125,-0.320897984378244,-0.369274461686783,0.195346413809066,-0.235012104686247,0.874500312428728,0.83376930470738,-0.767108122260973,0.644252239965466,0.22730901683407,0.295315961724305,0.654776746815508,0.617235874991959,0.336979202619254,0.320878148146629,-0.369274461686782,0.195346413809066,-0.235012104686247,0.874500312428728,0.52916471805031,-0.767108122260973,0.644252239414709,0.227309017702877,0.295315961325977,0.654776746815508,0.617235874694616,0.441227417116549,-0.0459394878884725,36,47,27,38,16,22,60,21,35,32,19,20,22,"2","2","2","2","6","5","8","1","6","9","4","12","8","6"
"12",12,"Belen",-0.191069717520781,1.15784889855654,1.13494872114418,3.64922025141548,5.6991450119164,1.43810121430924,0.742271987318367,2.46357318462894,1.78752162633699,-0.960637603806298,0.880421884788423,2.32093634054284,2.05342722875432,0.191069717878156,-1.15782399865118,1.13494872114418,3.64922025141548,5.6991450119164,1.43810121430924,0.463692604462438,2.46357318462894,1.78752162692185,-0.960637603291335,0.880421884368185,2.32093634054284,2.05342722846114,3.55765774185285,0.545465413664277,77,12,1,1,8,24,2,4,68,20,1,2,1,"1","1","4","5","3","1","4","6","3","8","1","10","13","15"
"13",13,"Buenos Aires",-0.4766532391803,-0.761199022555454,-0.231181841623612,-1.49961019168297,-0.624669480331838,-1.61024453325318,-1.63665826479597,-0.0904757541512865,-1.27005929070314,0.336965627970104,-0.393808792106766,-1.64668110926829,-1.66761400599361,0.476653239052599,0.761204412039868,-0.231181841623612,-1.49961019168297,-0.624669480331838,-1.61024453325318,-1.47319075584544,-0.0904757541512869,-1.27005929061095,0.336965628734925,-0.393808792679731,-1.64668110926829,-1.66761400612649,-1.58230735707833,-0.806317218456293,7,42,79,75,79,78,40,74,29,50,80,78,77,"2","3","3","3","4","7","5","5","1","7","2","11","3","11"
"14",14,"Cañas",-0.300813603573347,0.27360315257139,-0.0980211008484114,-0.518880583473742,-0.170069208745315,-0.576159400237631,-0.355695821349787,-0.300136487931753,-0.33949118551701,-2.03892761331063,-0.224778192110465,0.319147476136621,-0.0355783767182042,0.300813603595379,-0.273645859596994,-0.0980211008484112,-0.518880583473741,-0.170069208745315,-0.576159400237631,-0.321972758592025,-0.300136487931753,-0.339491185056168,-2.0389276132535,-0.22477819220298,0.319147476136621,-0.0355783767893129,-0.555926129696413,0.165276548380367,61,34,55,36,55,51,46,48,79,48,28,40,62,"2","2","1","1","1","3","7","2","4","10","7","2","10","1"
"15",15,"Carrillo",-0.393098235026641,-0.422774987253408,-1.01041876912293,-0.193747398143508,0.284531062841208,-0.527150626161065,0.101790765595277,1.48674476587904,0.0593237167056152,-1.10684641865434,0.945433654017769,0.0194784844590426,-0.25753522229966,0.393098235211983,0.422737823193598,-1.01041876912293,-0.193747398143508,0.284531062841208,-0.527150626161065,-6.82001183214496e-05,1.48674476587904,0.059323716246514,-1.10684641859288,0.945433653881438,0.0194784844590424,-0.257535221766871,0.125259253981066,-0.383885145918615,30,77,47,18,53,39,6,34,70,16,35,47,33,"2","2","1","1","1","3","1","2","5","2","9","7","11","14"
"16",16,"Cartago",1.02359556674285,0.184989107152077,-0.359410703110842,0.696371322350738,0.917724298265294,0.453024855370259,1.42850186773596,-0.819523305706089,0.404963298631891,0.117652405698036,0.204299484803221,0.409048173639894,0.395279029410504,-1.02359556704441,-0.185056372069202,-0.359410703110841,0.696371322350738,0.917724298265293,0.453024855370259,1.30391806217346,-0.81952330570609,0.404963298633101,0.117652404894392,0.204299485038248,0.409048173639894,0.395279029717058,0.366811766253584,1.47481597324717,59,46,15,9,22,8,65,28,37,34,26,26,24,"2","2","2","2","6","5","8","1","10","9","6","12","4","10"
"17",17,"Corredores",-0.202293524048885,0.0334124505137788,-1.00548688983496,-1.03056559645247,-0.38925148254596,-0.914319941365938,-0.492941797433307,0.810112397769353,0.0460298866315277,-1.72823388175854,1.28349485401037,0.0254718642925941,-0.0355783767182042,0.202293524396702,-0.0334379919936784,-1.00548688983496,-1.03056559645247,-0.38925148254596,-0.914319941365938,-0.496565061493017,0.810112397769352,0.0460298868318892,-1.7282338822921,1.28349485354641,0.025471864292594,-0.0355783767893129,-0.601496993596455,0.503222206410509,54,76,72,49,66,53,16,35,77,9,34,40,63,"2","2","1","1","1","4","7","2","4","10","7","2","10","1"
"18",18,"Coto Brus",-0.527783913363881,-0.855788686169162,1.55909033990964,-0.785383194400162,-0.632787342324455,-0.850608535066402,-1.22492033654541,-0.743283038876829,-0.725012257665548,0.647659359522201,-0.0297428844224262,-1.18519086208482,-0.583942348154742,0.527783913434535,0.855731863028636,1.55909033990964,-0.785383194400162,-0.632787342324455,-0.850608535066402,-0.900309761951561,-0.743283038876829,-0.725012258201821,0.647659359696319,-0.0297428849517547,-1.18519086208482,-0.583942348136189,-0.555200377928361,-1.01753325472513,3,6,66,76,64,69,59,64,22,41,69,60,61,"2","3","3","1","1","4","1","5","4","6","9","13","12","12"
"19",19,"Curridabat",0.331460830843141,0.581711856545777,-0.216386203759701,1.99690406367167,2.20846435509131,2.86915741734497,0.971015280790899,-0.285841437901266,0.790484370780429,0.245585118690076,-1.17395002285892,1.52381682268048,0.813080150505008,-0.331460831008394,-0.581667197889844,-0.2163862037597,1.99690406367167,2.20846435509131,2.86915741734497,0.69284500201999,-0.285841437901267,0.790484370521158,0.245585118061188,-1.17395002297317,1.52381682268048,0.813080150265266,1.65311267056548,1.05238390070949,70,41,5,3,1,18,44,18,33,74,7,16,5,"1","1","4","5","3","1","4","4","3","1","1","5","13","9"
"20",20,"Desamparados",1.43388804982573,0.040262549419548,-1.00055501054699,0.429868711424317,-0.0970084508117669,0.908806454282324,1.61149650251399,-0.714692938815856,-1.12382715988817,-0.302697936990094,-1.12194060747544,-0.903502009907898,-1.36731945020694,-1.43388805001982,-0.0403025338653339,-1.00055501054699,0.429868711424317,-0.0970084508117671,0.908806454282324,2.16051154828145,-0.714692938815857,-1.1238271595045,-0.302697937099049,-1.12194060813568,-0.903502009907898,-1.36731945041879,-0.413688044574757,1.55930238775471,55,75,18,30,15,4,58,70,50,72,66,72,56,"2","3","1","4","2","2","2","7","8","4","12","8","9","3"
"21",21,"Dota",-0.593879662918268,-0.833197934458646,2.25941719880143,0.0727552127829128,-0.632787342324455,-0.434033955415589,-1.04192570176738,1.06265828164128,-0.17996522462796,-0.412354548126128,0.698388930946253,-0.424031623223773,0.630292160026163,0.593879663174534,0.833190530699688,2.25941719880143,0.0727552127829129,-0.632787342324455,-0.434033955415589,-0.845749667295001,1.06265828164128,-0.179965224535095,-0.412354548131097,0.698388930504197,-0.424031623223773,0.630292160652779,0.651149250411549,-1.60893815627788,5,4,29,76,49,65,11,43,52,25,54,19,17,"2","2","2","1","6","3","8","1","6","2","4","3","5","6"
"22",22,"El Guarco",-0.328249575086489,-0.317691555103203,-0.186794928031878,0.00346453394204335,-0.502901550442591,0.0952608046113255,0.147539424289783,-0.400201838145157,0.817072030928604,-0.503735057406156,0.711391284792122,0.936465598992431,0.813080150505008,0.328249574843264,0.317748197881987,-0.186794928031878,0.00346453394204338,-0.502901550442591,0.0952608046113255,0.00538780934733455,-0.400201838145158,0.817072030608003,-0.503735057028397,0.711391285179968,0.936465598992431,0.813080150265266,0.275144878819324,-0.00369628063470463,37,37,35,63,33,38,48,17,57,24,14,16,29,"2","2","2","2","6","5","8","1","6","9","4","3","5","6"
"23",23,"Escazu",0.448687254581109,1.08380953166014,-0.00431539437697409,1.82634239267876,2.02987139125375,1.51161437542409,1.29125589165244,0.5861566139584,1.7742277962629,-0.850980992670264,0.776403054021468,2.32093634054284,1.85758295324127,-0.448687254404647,-1.0838326243821,-0.00431539437697388,1.82634239267876,2.02987139125375,1.51161437542409,0.851069276524014,0.5861566139584,1.77422779624963,-0.850980992259287,0.77640305469322,2.32093634054284,1.85758295289049,1.91043080905412,1.13687031521703,75,31,6,4,7,11,24,5,64,22,1,4,3,"1","1","4","5","3","1","4","9","3","8","1","5","13","9"
"24",24,"Esparza",-0.309543230872983,0.120423281295571,-0.354478823822871,-0.140446875958224,-0.145715622767466,-0.164485697994475,0.239036741678796,0.19542524645844,0.697427560261816,-0.0833847147180258,1.20548073093515,0.421034933306997,0.53889816478674,0.309543230645687,-0.120370124461675,-0.354478823822871,-0.140446875958224,-0.145715622767466,-0.164485697994475,0.0272118472099586,0.19542524645844,0.697427560845996,-0.0833847150349555,1.20548073064592,0.421034933306997,0.538898165219182,0.207383081901401,0.080790133872831,58,45,42,31,39,36,31,20,45,11,25,21,32,"2","2","2","1","6","3","8","1","10","9","4","12","4","8"
"25",25,"Flores",-0.259659646303635,0.938062746431008,-0.911781183363525,1.18140607423682,0.657952714501566,1.72725298136098,1.33700455034695,0.143010063013324,1.4551758744848,-0.814428788958252,1.7775843001534,1.409942605843,1.79230152807025,0.25965964636071,-0.938071336228835,-0.911781183363524,1.18140607423682,0.657952714501566,1.72725298136098,0.905629371180574,0.143010063013323,1.45517587394989,-0.81442878976623,1.77758430030089,1.409942605843,1.79230152811851,1.33629785395353,0.29200617014167,74,71,9,12,6,10,34,7,62,2,8,5,8,"1","1","4","2","3","1","3","9","9","8","11","5","2","9"
"26",26,"Garabito",0.468640688408848,6.2114729295915,0.498736292996005,0.280627249305521,0.706659886457265,-0.576159400237631,-0.126952527877255,1.2818490487754,-0.472429486257885,-0.686496075966213,-0.926905299787406,0.00749172479193945,-0.792842908701994,-0.468640688699183,-6.2114781048183,0.498736292996005,0.280627249305521,0.706659886457265,-0.576159400237631,-0.174660503019313,1.2818490487754,-0.472429486747992,-0.686496076599434,-0.926905299595925,0.00749172479193929,-0.792842908410293,-0.879453500830141,1.17911352247079,81,20,23,10,55,44,9,54,60,68,36,64,65,"1","1","4","5","5","6","6","3","2","5","3","4","1","13"
"27",27,"Goicoechea",0.767942195824937,0.293570462147781,-1.15344326847407,0.72302158344338,0.235823890885509,1.34988542097142,1.51999918512498,-1.01012397277924,-0.100202244183435,-0.0468325110060145,-0.614848807486543,0.157326220630728,-0.25753522229966,-0.767942195860409,-0.293524934823894,-1.15344326847407,0.72302158344338,0.235823890885509,1.34988542097142,1.3857582041583,-1.01012397277924,-0.100202244274559,-0.0468325107654591,-0.614848807993964,0.157326220630728,-0.257535221766871,0.0572985785085799,1.34808635148587,62,81,14,19,10,6,69,40,43,59,31,47,36,"2","2","1","4","2","2","2","7","8","4","12","8","9","10"
"28",28,"Golfito",-0.404322041554745,-0.491567469881558,-0.428457013142427,-0.838683716585446,-0.584080170368756,-1.02213924433438,-0.126952527877255,0.657631864110832,0.0194422264833527,-1.78306218732655,0.139287715573874,0.54689590981158,0.408335314444707,0.40432204173053,0.491630559398003,-0.428457013142427,-0.838683716585446,-0.584080170368756,-1.02213924433438,-0.174660503019313,0.657631864110831,0.0194422267450432,-1.78306218691991,0.139287715524996,0.54689590981158,0.408335314420512,-0.299642993114167,-0.468371560426151,27,50,68,71,71,44,21,38,78,37,21,25,51,"2","2","1","1","1","3","1","2","6","2","10","6","6","2"
"29",29,"Grecia",-0.141186132951433,-0.393188389851894,-0.295296272367227,0.312607562616692,0.130291684981495,0.149170456095548,1.15400991556892,-0.633687655309767,-0.100202244183435,0.684211563234212,-0.0817522998059033,-0.322144166053396,-0.0355783767182042,0.141186132867498,0.393246476293983,-0.295296272367227,0.312607562616691,0.130291684981495,0.149170456095548,0.752861106142206,-0.633687655309768,-0.100202244274559,0.684211563965816,-0.081752299789237,-0.322144166053396,-0.0355783767893129,0.104941394968518,0.587708620918045,33,44,22,21,27,14,56,40,20,43,49,40,34,"2","2","1","4","2","2","2","7","5","2","6","7","8","14"
"30",30,"Guacimo",-0.223494047490858,-0.0110403189811067,-0.59614090893342,-1.18513711078979,-0.502901550442591,-1.04174275396501,-0.950428384378371,-1.26266985665117,-0.911125878702773,1.23249461891438,-1.01792177670849,-1.16721072258417,-1.13230631959128,0.223494047336834,0.0110047608817654,-0.59614090893342,-1.18513711078979,-0.502901550442591,-1.04174275396501,-0.813013610501065,-1.26266985665117,-0.911125878809739,1.23249461912605,-1.01792177717219,-1.16721072258417,-1.13230631948307,-1.57450473244216,0.376492584649206,52,55,76,63,72,63,76,67,7,69,68,71,76,"2","3","3","3","4","4","5","5","1","3","2","13","12","11"
"31",31,"Guatuso",-0.551478616034322,-0.664131663592852,-0.606004667509361,-1.4303195128421,-0.592198032361372,-1.01233748951907,-1.59090960610146,-0.057120637413485,-1.15041482003635,2.21940411913869,-1.85007242284412,-1.43091943526044,-1.6023325808226,0.551478615842906,0.664175081605832,-0.606004667509361,-1.4303195128421,-0.592198032361372,-1.01233748951907,-1.32587850027273,-0.0571206374134854,-1.15041481959135,2.21940411841448,-1.8500724223031,-1.43091943526044,-1.60233258135451,-1.42362672499144,-1.22874929099397,15,56,78,72,69,77,37,71,2,76,74,76,72,"2","3","3","3","4","7","5","5","1","7","2","11","3","11"
